fpr,tpr
0.711,0.706
0.713,0.707
0.713,0.708
0.714,0.708
0.715,0.709
0.715,0.71
0.716,0.712
0.72,0.715
0.722,0.716
0.722,0.717
0.722,0.719
0.724,0.72
0.725,0.72
0.726,0.72
0.728,0.721
0.731,0.723
0.733,0.724
0.734,0.728
0.735,0.729
0.736,0.729
0.739,0.73
0.74,0.732
0.741,0.734
0.742,0.736
0.743,0.739
0.744,0.74
0.744,0.741
0.745,0.746
0.746,0.75
0.75,0.752
0.751,0.753
0.755,0.756
0.755,0.757
0.755,0.76
0.758,0.762
0.761,0.763
0.761,0.766
0.762,0.767
0.762,0.767
0.762,0.769
0.766,0.772
0.768,0.773
0.768,0.773
0.769,0.773
0.77,0.773
0.773,0.775
0.773,0.775
0.774,0.777
0.776,0.778
0.777,0.78
0.777,0.782
0.777,0.785
0.777,0.785
0.779,0.788
0.78,0.788
0.78,0.789
0.782,0.792
0.783,0.793
0.787,0.794
0.789,0.798
0.79,0.798
0.791,0.798
0.793,0.798
0.794,0.8
0.794,0.8
0.798,0.801
0.799,0.803
0.8,0.804
0.8,0.804
0.801,0.804
0.804,0.805
0.804,0.807
0.805,0.808
0.806,0.81
0.806,0.812
0.806,0.813
0.808,0.813
0.809,0.813
0.809,0.815
0.81,0.816
0.811,0.818
0.811,0.819
0.813,0.819
0.815,0.819
0.816,0.821
0.819,0.821
0.82,0.824
0.82,0.824
0.822,0.826
0.823,0.827
0.825,0.827
0.826,0.828
0.826,0.829
0.828,0.831
0.828,0.832
0.83,0.837
0.83,0.837
0.83,0.837
0.831,0.838
0.831,0.838
0.836,0.84
0.838,0.84
0.839,0.84
0.84,0.841
0.84,0.842
0.841,0.843
0.842,0.844
0.844,0.845
0.846,0.846
0.846,0.846
0.846,0.846
0.847,0.847
0.848,0.847
0.848,0.849
0.849,0.849
0.851,0.852
0.851,0.852
0.851,0.853
0.852,0.856
0.852,0.859
0.853,0.86
0.854,0.861
0.854,0.862
0.856,0.862
0.858,0.862
0.858,0.862
0.858,0.862
0.858,0.862
0.858,0.863
0.858,0.866
0.859,0.867
0.861,0.868
0.861,0.869
0.861,0.869
0.861,0.869
0.862,0.869
0.863,0.87
0.864,0.872
0.866,0.872
0.868,0.874
0.868,0.875
0.869,0.876
0.87,0.877
0.871,0.877
0.871,0.879
0.871,0.88
0.871,0.882
0.871,0.883
0.871,0.883
0.871,0.883
0.872,0.885
0.873,0.885
0.873,0.885
0.874,0.885
0.875,0.885
0.876,0.886
0.879,0.887
0.879,0.887
0.879,0.89
0.881,0.89
0.881,0.89
0.881,0.892
0.883,0.892
0.883,0.892
0.883,0.893
0.883,0.895
0.883,0.895
0.884,0.895
0.884,0.895
0.885,0.896
0.886,0.898
0.887,0.899
0.887,0.901
0.887,0.901
0.888,0.901
0.888,0.902
0.889,0.904
0.889,0.904
0.889,0.904
0.89,0.904
0.89,0.904
0.891,0.905
0.892,0.907
0.892,0.907
0.892,0.908
0.892,0.908
0.892,0.911
0.893,0.911
0.893,0.911
0.896,0.911
0.897,0.911
0.897,0.911
0.897,0.912
0.898,0.913
0.898,0.914
0.898,0.914
0.9,0.914
0.9,0.914
0.9,0.914
0.9,0.915
0.901,0.915
0.901,0.918
0.902,0.918
0.902,0.918
0.902,0.918
0.903,0.918
0.903,0.919
0.903,0.92
0.905,0.92
0.905,0.921
0.905,0.923
0.905,0.924
0.906,0.925
0.908,0.926
0.908,0.926
0.908,0.927
0.908,0.928
0.908,0.929
0.908,0.929
0.909,0.93
0.91,0.93
0.913,0.93
0.914,0.93
0.915,0.93
0.917,0.93
0.918,0.93
0.918,0.93
0.92,0.93
0.92,0.931
0.92,0.931
0.921,0.931
0.922,0.931
0.922,0.931
0.922,0.931
0.922,0.931
0.922,0.932
0.923,0.932
0.923,0.932
0.925,0.933
0.926,0.933
0.926,0.933
0.927,0.934
0.928,0.935
0.928,0.935
0.929,0.935
0.929,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.935
0.93,0.936
0.93,0.936
0.932,0.936
0.933,0.936
0.933,0.936
0.934,0.937
0.935,0.937
0.935,0.937
0.935,0.938
0.936,0.938
0.936,0.938
0.936,0.938
0.936,0.938
0.937,0.938
0.937,0.938
0.938,0.938
0.938,0.938
0.939,0.938
0.939,0.938
0.939,0.938
0.94,0.938
0.94,0.938
0.94,0.938
0.94,0.938
0.94,0.938
0.94,0.938
0.94,0.938
0.943,0.938
0.944,0.938
0.944,0.938
0.944,0.938
0.945,0.938
0.946,0.938
0.946,0.939
0.946,0.939
0.947,0.939
0.947,0.939
0.947,0.94
0.947,0.94
0.947,0.94
0.947,0.94
0.947,0.941
0.948,0.942
0.948,0.942
0.948,0.943
0.948,0.943
0.948,0.943
0.948,0.944
0.948,0.944
0.948,0.944
0.948,0.944
0.949,0.945
0.949,0.945
0.949,0.945
0.949,0.945
0.949,0.946
0.949,0.946
0.951,0.946
0.952,0.948
0.952,0.948
0.954,0.949
0.954,0.949
0.954,0.949
0.954,0.95
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.951
0.954,0.952
0.954,0.952
0.955,0.952
0.955,0.952
0.955,0.952
0.955,0.952
0.955,0.953
0.955,0.953
0.955,0.953
0.955,0.954
0.955,0.954
0.955,0.954
0.955,0.956
0.955,0.956
0.955,0.956
0.955,0.956
0.955,0.957
0.957,0.957
0.958,0.957
0.958,0.957
0.958,0.957
0.958,0.958
0.958,0.958
0.958,0.958
0.958,0.959
0.958,0.959
0.958,0.959
0.959,0.959
0.959,0.959
0.959,0.96
0.96,0.96
0.96,0.96
0.96,0.96
0.96,0.961
0.96,0.961
0.96,0.961
0.96,0.961
0.961,0.961
0.961,0.961
0.961,0.962
0.961,0.962
0.961,0.962
0.961,0.962
0.961,0.963
0.961,0.963
0.961,0.963
0.961,0.963
0.961,0.963
0.961,0.965
0.961,0.965
0.961,0.965
0.962,0.965
0.962,0.965
0.962,0.965
0.963,0.965
0.963,0.965
0.963,0.965
0.963,0.966
0.963,0.966
0.963,0.966
0.963,0.968
0.964,0.968
0.964,0.968
0.964,0.968
0.964,0.968
0.964,0.968
0.964,0.968
0.964,0.969
0.964,0.969
0.964,0.969
0.964,0.969
0.964,0.97
0.964,0.97
0.964,0.97
0.964,0.97
0.964,0.97
0.965,0.97
0.965,0.97
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.971
0.965,0.972
0.965,0.972
0.965,0.972
0.965,0.972
0.965,0.972
0.966,0.972
0.966,0.972
0.966,0.972
0.967,0.972
0.967,0.972
0.967,0.972
0.968,0.972
0.968,0.972
0.968,0.972
0.968,0.972
0.968,0.972
0.969,0.972
0.969,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.97,0.972
0.971,0.972
0.971,0.973
0.971,0.973
0.971,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.972,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.973
0.973,0.974
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.974,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.975,0.975
0.976,0.975
0.976,0.976
0.976,0.976
0.976,0.976
0.976,0.976
0.976,0.976
0.976,0.976
0.976,0.976
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.976,0.977
0.977,0.977
0.977,0.977
0.977,0.977
0.977,0.977
0.978,0.977
0.978,0.977
0.978,0.977
0.978,0.977
0.978,0.977
0.978,0.977
0.978,0.977
0.979,0.977
0.979,0.977
0.979,0.977
0.979,0.977
0.979,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.98,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.981,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.979
0.982,0.98
0.982,0.98
0.982,0.98
0.982,0.98
0.982,0.98
0.983,0.981
0.983,0.981
0.983,0.981
0.983,0.981
0.983,0.982
0.983,0.982
0.983,0.982
0.983,0.984
0.983,0.984
0.983,0.984
0.984,0.984
0.985,0.984
0.985,0.984
0.985,0.985
0.985,0.985
0.985,0.985
0.985,0.985
0.985,0.985
0.985,0.985
0.985,0.985
0.985,0.986
0.985,0.986
0.985,0.986
0.985,0.986
0.985,0.986
0.986,0.986
0.986,0.986
0.986,0.986
0.986,0.986
0.986,0.986
0.986,0.987
0.986,0.987
0.986,0.987
0.986,0.987
0.986,0.987
0.986,0.987
0.986,0.987
0.986,0.987
0.987,0.987
0.987,0.987
0.988,0.987
0.988,0.987
0.988,0.987
0.988,0.987
0.988,0.987
0.988,0.987
0.988,0.988
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.989
0.988,0.99
0.988,0.99
0.988,0.99
0.988,0.99
0.988,0.99
0.988,0.99
0.988,0.99
0.989,0.99
0.989,0.99
0.989,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.99
0.99,0.991
0.99,0.991
0.99,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.991,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.992,0.991
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.993,0.992
0.994,0.992
0.994,0.992
0.994,0.992
0.994,0.992
0.994,0.992
0.994,0.992
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.993
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.994,0.994
0.995,0.994
0.995,0.994
0.995,0.994
0.995,0.994
0.995,0.994
0.995,0.994
0.995,0.994
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.995
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.996
0.995,0.997
0.995,0.997
0.995,0.997
0.995,0.997
0.995,0.997
0.996,0.997
0.996,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.997,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.997
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.998
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
